group,duration
control,1134
test,2201
control,1308
control,2022
control,1400
test,1694
test,1293
test,1513
test,1810
control,1271
control,1355
test,1113
test,1941
control,1197
control,1639
control,1724
control,1588
control,1407
test,1486
control,1426
test,1889
test,1690
test,1348
control,1860
test,1230
control,1481
test,1357
control,1783
test,1509
test,881
control,2033
control,1716
control,1149
control,1482
test,1727
test,1528
test,1959
test,1564
control,1738
control,1727
test,1546
control,1694
test,2103
control,1489
test,2213
control,1217
test,1387
test,1882
control,1534
test,1376
control,1352
test,1013
control,1653
test,1153
test,1124
test,1383
control,1504
test,1732
control,1552
test,1318
control,1664
test,1587
control,1633
control,1245
test,1233
control,1654
test,1181
test,1742
test,1642
test,1426
control,1404
control,1348
test,1463
test,1536
test,1568
test,1744
test,1667
test,1002
control,1781
test,1248
control,1880
control,1744
test,1422
test,1231
control,1175
control,1975
test,1423
control,2165
control,1235
control,1503
control,1754
control,1589
control,1623
test,1820
test,1275
control,1194
test,1601
test,1827
control,1314
test,1563
test,1514
test,1130
test,1160
test,1486
control,1951
control,1478
test,1285
control,1422
control,1693
test,1972
control,1561
control,1443
test,1523
test,1426
test,1334
control,1590
test,1292
control,1580
test,1686
control,1829
control,1086
test,973
test,1462
control,1405
control,985
control,1759
control,974
test,1324
test,1502
test,1595
control,1450
test,1331
control,1256
control,1773
test,1477
control,1768
control,1543
test,1551
control,1489
test,1510
test,1766
test,1577
test,1078
control,1578
test,1651
test,2337
test,1365
test,1296
control,1592
test,1897
control,1484
test,1676
control,1616
test,983
test,1864
test,1464
test,748
control,1492
control,1212
test,1963
control,1235
control,1386
test,2768
test,1848
control,999
test,1135
control,1261
control,1828
test,1745
test,1518
control,1615
control,1275
test,1606
control,892
control,2098
control,1691
test,1366
test,1616
test,1179
test,1351
control,1366
control,1303
control,980
control,1231
test,813
control,1867
test,1306
test,971
control,1806
test,1874
control,2009
control,1853
test,1632
test,1527
control,2108
control,1768
test,1878
control,1397
test,1404
control,1339
control,1885
control,1535
control,1092
test,2007
test,962
test,1608
control,1433
test,2090
test,1161
control,1011
control,1571
control,982
control,1255
test,1360
test,1142
test,2004
test,1753
test,1566
control,1191
test,1219
control,1389
test,1381
test,2269
test,940
control,1615
test,1607
test,1133
test,1516
control,2034
control,1176
test,1133
control,1724
control,1691
control,1350
test,2119
control,1899
test,1279
test,1345
control,2048
control,1302
test,1502
control,1716
test,1654
test,1441
control,1273
control,1591
control,1208
control,1259
control,1202
test,1766
control,1960
test,1745
test,1736
test,1479
control,1343
test,1750
control,1845
control,1499
control,1485
control,2013
control,1729
test,1923
control,1588
control,1086
control,1720
test,1891
control,1461
control,1358
test,1770
test,1432
control,1282
test,1317
control,2414
test,1314
control,1127
test,1297
test,1307
control,1331
control,1134
control,730
control,1253
test,1405
test,1037
test,1317
control,1512
control,1515
test,1453
test,1391
control,1677
control,1837
control,1424
control,1962
test,1809
test,1831
test,1622
control,1751
control,1263
test,699
control,1557
test,1277
test,873
test,1739
control,1181
test,1648
control,1215
test,1178
control,1782
control,1242
test,1125
test,1359
control,1628
test,1496
test,1625
control,1770
test,1611
control,1733
test,1291
control,1989
test,1790
test,2032
control,1342
control,1442
control,1571
test,1436
control,1125
test,1268
control,1467
control,1146
test,1481
test,1289
test,1185
control,1765
control,1723
test,1487
test,1650
test,1127
test,896
test,1380
test,1200
control,1752
control,1393
test,1197
control,1859
control,2037
control,1112
test,1548
test,1426
test,1587
test,1514
test,1186
control,1350
control,1433
control,2115
control,1496
test,1469
control,1596
control,1519
test,1540
control,1493
test,1138
control,1426
test,1555
test,1506
test,1750
control,974
test,1571
control,1579
test,1724
control,1060
control,1754
control,1160
control,1224
test,1367
control,1527
control,1635
test,1476
test,1591
test,1684
test,1343
control,1627
control,1568
control,1561
test,1829
control,1454
test,1514
control,1590
control,1109
control,1059
control,1499
control,1547
control,1193
control,1690
test,2048
control,2244
test,1490
test,1597
control,1322
test,1576
test,1610
test,1843
control,1583
control,1191
control,1202
control,1274
test,1527
test,1320
control,1761
control,870
test,1288
test,1674
control,1333
test,1873
control,797
test,1719
test,1435
test,1010
control,1032
test,1343
control,1302
test,2083
control,1514
control,1383
test,1399
test,1433
test,1662
test,1283
test,864
test,1404
control,1222
control,1688
control,1826
control,1571
test,1831
control,1659
control,1353
test,2254
test,984
control,1617
test,1913
test,1534
test,1498
control,1557
test,1481
test,1630
control,1859
control,1816
control,1516
test,1272
test,1756
test,1182
control,1550
control,1049
control,1560
test,1874
control,1829
control,1922
test,1780
control,1303
control,1479
test,1537
test,1737
control,1556
test,1510
test,1454
control,1564
control,1813
test,1763
control,1045
control,1024
test,1056
control,1897
control,1993
control,1939
control,1105
control,1753
test,1664
control,1432
test,1636
test,1641
test,1471
control,1918
control,1359
control,1178
control,1896
control,1077
control,1585
control,2071
control,1526
control,1431
control,1331
control,1604
control,1394
test,1924
test,1728
control,1241
control,1307
test,1393
test,1639
control,1332
control,1718
control,1377
test,1243
control,1205
control,1632
test,1282
test,1924
control,1304
test,1544
control,1490
control,1831
test,1684
control,2001
test,1336
test,1812
control,1206
test,845
control,1446
control,1428
test,1354
test,1388
control,1248
control,1123
control,1969
control,1230
test,1306
test,1958
test,1512
test,1996
test,1432
test,930
control,1391
test,1384
test,1457
control,1596
control,1985
test,1807
control,1536
test,1509
control,1422
control,2212
test,1511
test,2236
control,833
control,1429
test,1868
control,1293
control,1463
test,1306
test,1301
control,1839
control,1692
control,1295
control,1256
control,1370
control,1876
test,1322
test,1660
test,1220
test,1763
control,1431
control,927
control,1605
test,1217
test,1728
test,1337
test,1657
test,1226
control,948
test,1541
control,1876
test,1478
test,1203
control,1456
control,1483
test,2087
test,1426
control,1522
control,1740
test,1730
control,1518
test,1648
control,1298
test,1299
test,1920
control,1621
control,1638
test,1200
control,1744
test,1674
control,1796
test,2346
control,1322
control,1835
control,1281
test,1800
test,1387
control,1977
test,1218
control,1342
control,1569
control,1200
control,1985
control,1307
test,1026
control,1791
control,1396
test,1866
control,1535
control,1335
control,1618
control,1816
control,1277
control,773
test,1938
test,1385
test,1522
test,2130
control,1468
control,1777
control,1842
control,1840
control,2159
test,1391
control,1695
control,1779
control,1149
test,973
test,1672
control,1608
control,1139
test,1380
control,1789
control,1499
control,1354
control,1202
test,1608
control,1878
control,1388
control,953
test,1773
test,1264
test,1619
control,1708
control,1536
control,2148
control,1305
test,1590
test,1079
test,1644
control,1858
control,1151
control,1575
control,1937
test,1940
control,1302
control,1610
test,1182
control,2238
test,1717
test,1895
control,1640
test,1095
test,1186
control,1699
test,1553
test,1295
control,1678
control,1996
test,1322
test,1139
test,1677
control,1238
test,1444
test,1347
test,1069
control,1494
control,985
test,1713
control,1037
test,1007
test,1475
test,1531
test,1253
control,1232
test,1843
control,1889
test,1322
test,2103
control,2069
control,1513
control,1586
test,1231
test,1345
control,1078
control,1424
test,2008
control,1373
control,1463
control,1351
control,1275
test,1477
control,884
test,1196
control,1164
test,1489
control,1205
control,1397
control,1097
control,1391
test,1096
control,1562
test,1811
test,1760
control,2056
test,1186
control,1398
test,1460
control,1493
control,1778
test,2388
test,1809
test,1276
control,1740
test,1558
test,1500
control,1804
test,1844
test,1356
test,1144
test,1120
control,1341
control,1026
control,1603
control,1931
control,1695
control,1481
control,1701
test,1577
control,1142
test,1690
test,1477
test,1944
test,1930
test,753
control,1722
test,1538
test,2108
control,1356
control,1615
test,1312
test,1073
control,1806
test,1675
test,1868
test,1239
control,1785
control,1584
test,1485
test,1235
control,1497
control,1420
test,858
test,1265
control,2038
control,1723
control,1322
control,1289
test,1867
control,1668
control,844
test,1376
test,1535
control,1306
control,1554
test,1605
test,1341
control,1267
test,866
control,1797
control,2043
control,1600
control,1202
test,1728
test,1279
test,1123
control,1271
test,1404
test,1410
test,695
control,859
test,1185
test,1416
test,1226
control,1724
test,1137
test,1418
control,1138
control,1444
control,892
control,1359
test,997
test,1466
test,2245
test,897
control,1312
control,1663
test,1312
test,1688
test,1651
test,1045
test,2206
control,1655
test,1637
control,1874
test,2167
test,1675
test,892
control,1169
test,1709
test,2109
test,1446
control,1584
test,947
control,1861
test,825
control,1902
test,1996
control,1819
test,1544
control,1401
test,1866
control,1145
test,1829
control,1489
test,1725
control,2064
test,1575
test,1575
test,1440
control,987
test,1408
control,1260
test,1142
test,1389
test,1379
control,1199
control,1325
control,1418
test,1636
control,1655
test,1466
test,1584
control,1556
control,1252
control,2060
control,1430
control,1602
control,1692
test,1187
control,1654
test,1804
control,1461
test,1653
test,1835
control,1411
control,1849
control,1170
test,1478
control,1309
test,1843
control,715
control,1444
test,1333
test,1095
test,1995
control,1732
control,1128
test,1818
test,1582
test,1551
control,1287
test,1365
control,1655
control,2251
control,1457
control,1796
control,1225
test,1837
control,767
test,1485
control,1907
test,1243
test,1931
test,1208
control,1510
test,1160
control,1651
test,1541
test,1533
control,1745
test,1695
test,1636
test,1402
control,937
control,1447
test,1019
test,1166
test,1289
control,1386
control,1355
control,1067
control,1376
control,2035
test,2031
test,1346
control,1674
control,1407
control,1442
test,2017
test,1274
test,1454
control,1698
test,1605
test,1291
test,1728
test,1909
control,1337
control,771
test,1666
control,1365
test,1256
control,1323
control,1820
test,1630
test,1713
control,1347
control,1468
control,1604
control,1543
test,1369
control,1437
test,1902
control,1617
test,1219
test,1088
test,1486
control,1345
test,888
test,1308
test,1539
test,1705
control,1259
control,1268
test,1295
control,2255
control,2024
control,1536
control,1610
test,1931
control,1516
control,1294
control,1039
control,1161
control,2124
test,1605
test,1708
test,1439
test,1264
test,1198
control,1899
control,1049
test,1311
control,1823
control,1156
control,1906
test,1926
control,1278
control,1558
test,1698
test,1562
control,1714
test,1769
test,1414
control,1828
test,1472
test,1755
control,1674
test,1205
test,1357
test,1277
test,1750
test,1722
test,1829
control,1928
control,1676
test,1424
control,1819
control,1119
control,1826
control,1714
control,1515
control,951
control,1408
test,1802
test,808
control,1639
test,1299
test,1073
control,1057
control,1153
test,1273
test,1434
control,1944
test,1637
test,1798
test,1002
control,1593
control,1167
control,1486
control,1245
control,1428
test,1307
test,1756
test,1405
test,1266
control,1250
test,1559
control,1444
test,1532
control,1684
control,1462
control,802
test,1588
test,1282
control,1608
control,1418
control,1388
test,1152
test,1787
test,1750
test,1452
test,1214
control,1660
test,1307
control,1982
test,1355
control,1381
test,1987
control,884
test,1822
control,1299
control,1628
test,1846
test,1608
control,1918
test,694
control,1701
control,1942
test,1625
control,1165
control,1104
test,1511
control,1733
test,1636
test,1400
control,1995
control,1224
test,1600
test,1457
control,2070
control,1809
control,1614
control,1230
control,1867
control,1636
control,1598
test,1451
control,1359
test,1207
test,1676
control,1510
control,1700
test,1266
test,1318
test,1531
control,1387
test,1584
control,1204
control,1868
test,1307
control,972
control,1606
test,1290
test,1689
control,1389
control,1197
control,1057
test,2004
control,1978
control,1741
